# step lid M_Sigma Con_maxDiv C2
80800 1 34.3467 1.44951e-11 3.32217e+18
81000 1 34.8775 1.44951e-11 3.3577e+18
81200 1 33.6391 1.44951e-11 3.38966e+18
81400 1 18.4095 7.24754e-12 3.41091e+18
81600 1 19.3015 1.44951e-11 3.42696e+18
81800 1 24.6385 1.44951e-11 3.44188e+18
82000 1 37.6534 1.44951e-11 3.47069e+18
82200 1 51.5542 1.44951e-11 3.50929e+18
82400 1 45.4421 1.44951e-11 3.54996e+18
82600 1 41.1872 1.44951e-11 3.59122e+18
82800 1 32.1682 1.44951e-11 3.63173e+18
83000 1 21.2159 1.44951e-11 3.6686e+18
83200 1 11.7869 1.44951e-11 3.70021e+18
83400 1 1.05128 1.44951e-11 3.71561e+18
83600 1 7.13397 1.44951e-11 3.71157e+18
83800 1 9.03205 1.44951e-11 3.70057e+18
84000 1 15.9812 1.08713e-11 3.68454e+18
84200 1 14.5675 7.24754e-12 3.67022e+18
84400 1 11.2126 7.24754e-12 3.65685e+18
84600 1 10.7243 7.24754e-12 3.64239e+18
84800 1 7.65154 7.24754e-12 3.62751e+18
85000 1 6.39474 1.08713e-11 3.61023e+18
85200 1 3.10338 7.24754e-12 3.58916e+18
85400 1 2.32489 1.08713e-11 3.57059e+18
85600 1 16.4163 7.24754e-12 3.56232e+18
85800 1 32.96 1.44951e-11 3.57297e+18
86000 1 42.7123 1.44951e-11 3.59542e+18
86200 1 46.714 1.44951e-11 3.6237e+18
86400 1 43.8872 1.44951e-11 3.6525e+18
86600 1 39.2913 1.44951e-11 3.68391e+18
86800 1 37.6989 1.44951e-11 3.71654e+18
87000 1 36.1136 1.44951e-11 3.74912e+18
87200 1 38.0073 1.44951e-11 3.78291e+18
87400 1 40.5874 7.24754e-12 3.81744e+18
87600 1 43.4223 1.44951e-11 3.85255e+18
87800 1 44.7352 1.44951e-11 3.88814e+18
88000 1 46.6539 1.44951e-11 3.92393e+18
88200 1 56.8788 1.44951e-11 3.96184e+18
88400 1 55.1924 1.44951e-11 4.00449e+18
88600 1 51.3024 1.44951e-11 4.05055e+18
88800 1 48.4131 1.44951e-11 4.0994e+18
89000 1 42.0857 1.44951e-11 4.14843e+18
89200 1 33.6558 1.44951e-11 4.19523e+18
89400 1 27.9938 1.44951e-11 4.23627e+18
89600 1 25.5247 1.44951e-11 4.265e+18
89800 1 10.3427 1.44951e-11 4.27659e+18
90000 1 2.2982 1.44951e-11 4.27201e+18
90200 1 12.0268 1.44951e-11 4.25617e+18
90400 1 17.4093 1.44951e-11 4.23549e+18
90600 1 18.8775 1.44951e-11 4.21291e+18
90800 1 16.0464 1.44951e-11 4.19075e+18
91000 1 17.3889 1.44951e-11 4.16778e+18
91200 1 13.4652 1.44951e-11 4.14433e+18
91400 1 0.474804 1.44951e-11 4.12477e+18
91600 1 16.5943 1.44951e-11 4.11376e+18
91800 1 33.2038 1.44951e-11 4.12439e+18
92000 1 33.4852 1.08713e-11 4.14823e+18
92200 1 30.9836 1.44951e-11 4.17381e+18
92400 1 38.8171 1.44951e-11 4.20329e+18
92600 1 43.655 1.44951e-11 4.23851e+18
92800 1 45.8485 7.24754e-12 4.28106e+18
93000 1 46.1363 1.44951e-11 4.32597e+18
93200 1 45.8301 1.44951e-11 4.37072e+18
93400 1 41.2549 1.44951e-11 4.41513e+18
93600 1 34.2426 1.08713e-11 4.45689e+18
93800 1 20.7007 1.44951e-11 4.49111e+18
94000 1 9.5525 1.44951e-11 4.51439e+18
94200 1 1.40965 1.44951e-11 4.52296e+18
94400 1 7.01243 1.44951e-11 4.51846e+18
94600 1 12.8765 1.44951e-11 4.50047e+18
94800 1 12.7353 1.44951e-11 4.47885e+18
95000 1 5.76004 1.44951e-11 4.46084e+18
95200 1 5.5148 1.08713e-11 4.45148e+18
95400 1 26.8911 1.44951e-11 4.45693e+18
95600 1 42.1542 1.44951e-11 4.48166e+18
95800 1 50.9795 1.44951e-11 4.52124e+18
96000 1 51.2405 1.44951e-11 4.56227e+18
96200 1 47.2964 1.44951e-11 4.60344e+18
96400 1 43.3028 1.44951e-11 4.64214e+18
96600 1 40.6761 1.44951e-11 4.68166e+18
96800 1 44.3894 1.44951e-11 4.72494e+18
97000 1 44.2383 1.44951e-11 4.77088e+18
97200 1 40.347 1.44951e-11 4.81639e+18
97400 1 39.8161 1.44951e-11 4.86082e+18
97600 1 45.8859 1.44951e-11 4.90912e+18
