# step lid M_Sigma Con_maxDiv C2
73800 1 38.3104 7.27596e-12 2.70361e+18
74000 1 44.3784 7.27596e-12 2.72811e+18
74200 1 46.2716 7.27596e-12 2.75593e+18
74400 1 44.9728 7.27596e-12 2.78659e+18
74600 1 42.0552 7.27596e-12 2.81818e+18
74800 1 39.6102 7.27596e-12 2.85101e+18
75000 1 38.3603 7.27596e-12 2.88413e+18
75200 1 33.4441 7.27596e-12 2.91857e+18
75400 1 27.3582 7.27596e-12 2.94843e+18
75600 1 26.6823 7.27596e-12 2.97252e+18
75800 1 23.339 7.27596e-12 2.99466e+18
76000 1 22.4554 7.27596e-12 3.01151e+18
76200 1 30.1477 7.27596e-12 3.01984e+18
76400 1 52.3366 7.27596e-12 3.04844e+18
76600 1 48.0858 7.27596e-12 3.08229e+18
76800 1 41.9973 7.27596e-12 3.11619e+18
77000 1 34.1599 7.27596e-12 3.15036e+18
77200 1 31.1667 7.27596e-12 3.18712e+18
77400 1 23.616 7.27596e-12 3.22157e+18
77600 1 5.1699 7.27596e-12 3.2331e+18
77800 1 7.6539 7.27596e-12 3.22308e+18
78000 1 11.0352 7.27596e-12 3.20853e+18
78200 1 17.9001 7.27596e-12 3.19065e+18
78400 1 22.4975 7.27596e-12 3.17205e+18
78600 1 16.291 7.27596e-12 3.15446e+18
78800 1 12.9652 7.27596e-12 3.13436e+18
79000 1 6.68421 7.27596e-12 3.11341e+18
79200 1 0.231581 7.27596e-12 3.09406e+18
79400 1 6.50702 7.27596e-12 3.0791e+18
79600 1 17.2464 7.27596e-12 3.07353e+18
79800 1 24.1713 7.27596e-12 3.07927e+18
80000 1 31.3931 7.27596e-12 3.09463e+18
80200 1 37.1734 7.27596e-12 3.11771e+18
80400 1 40.2215 7.27596e-12 3.14514e+18
80600 1 39.5137 7.27596e-12 3.17463e+18
80800 1 38.2688 7.27596e-12 3.20444e+18
81000 1 35.6226 7.27596e-12 3.23438e+18
81200 1 32.2515 7.27596e-12 3.2657e+18
81400 1 31.8973 7.27596e-12 3.30029e+18
81600 1 30.2091 7.27596e-12 3.33292e+18
81800 1 26.4632 7.27596e-12 3.35988e+18
82000 1 17.4714 7.27596e-12 3.37804e+18
82200 1 21.3301 7.27596e-12 3.3937e+18
82400 1 32.0318 7.27596e-12 3.41078e+18
82600 1 45.9147 7.27596e-12 3.43658e+18
82800 1 51.2711 7.27596e-12 3.4743e+18
83000 1 47.369 7.27596e-12 3.51298e+18
83200 1 41.8052 7.27596e-12 3.55313e+18
83400 1 32.3462 7.27596e-12 3.59317e+18
83600 1 26.4068 7.27596e-12 3.63237e+18
83800 1 19.9454 7.27596e-12 3.66556e+18
84000 1 6.62898 7.27596e-12 3.67352e+18
84200 1 6.63571 7.27596e-12 3.66423e+18
84400 1 12.1632 7.27596e-12 3.64814e+18
84600 1 17.3155 7.27596e-12 3.63041e+18
84800 1 15.9554 7.27596e-12 3.61223e+18
85000 1 10.7275 7.27596e-12 3.59288e+18
85200 1 8.14742 7.27596e-12 3.57184e+18
85400 1 7.13674 7.27596e-12 3.54833e+18
85600 1 1.14755 7.27596e-12 3.52514e+18
85800 1 4.0326 7.27596e-12 3.50533e+18
86000 1 11.0638 7.27596e-12 3.4924e+18
86200 1 16.9906 7.27596e-12 3.48839e+18
